국가별,시점,인당_GDP,부채비율,실업률,상품및서비스수입,상품및서비스수출,정치적안정성,규제의질,경상수지
모로코,2020,3009.24946,76.4,10.15,-12.17071372,-14.31997494,35,49,-1.423706851
모리셔스,2005,5282.906022,58.5,9.52,10.04096636,13.54623162,82,64,-4.99250943
모리셔스,2006,5695.969327,57.9,9.04,12.58948532,4.788438572,71,67,-8.599049466
모리셔스,2007,6574.654338,55.7,8.48,2.66724634,1.465061188,78,68,-5.324264633
모리셔스,2008,8030.063005,48.6,7.17,1.392628974,3.024585132,77,75,-9.767046627
모리셔스,2009,7318.12641,59.6,7.26,-10.92401608,-1.661360909,71,76,-7.174749741
모리셔스,2010,8000.376432,57.4,7.65,9.230019602,14.06831602,67,77,-10.05404476
모리셔스,2011,9197.026972,57.3,7.45,6.228937235,5.24563567,76,76,-13.54615245
모리셔스,2012,9291.227619,57.9,7.47,1.379477443,3.573219496,80,80,-7.091733489
모리셔스,2013,9637.00265,57.5,7.32,-0.527681655,-5.929862591,78,80,-6.18547071
모리셔스,2014,10153.93822,59.8,7.47,3.561067767,6.301456106,68,84,-5.389414388
모리셔스,2015,9260.447303,62.9,7.41,8.521012115,1.849886077,85,82,-3.566320387
모리셔스,2016,9681.618567,65,6.81,2.61342343,-3.469669198,86,82,-4.016782974
모리셔스,2017,10484.90836,64.8,6.75,2.202633993,-0.969130991,81,81,-4.617325403
모리셔스,2018,11208.34382,63.4,6.43,-0.22246562,2.725529153,79,82,-3.916195842
모리셔스,2019,11097.16898,58.7,6.36,2.116530955,-4.208318838,75,79,-5.115372807
모리셔스,2020,8627.843157,73.4,7.11,-28.92168889,-38.04262468,78,84,-12.58164827
모잠비크,2005,416.8098242,81,3.01,5.551804736,6.159949333,50,25,-8.904077435
모잠비크,2006,435.3340633,53.6,2.97,1.135390931,12.44177628,62,30,-8.231856412
모잠비크,2007,482.1985636,41.9,2.94,12.98185602,15.71237799,56,31,-7.522805637
모잠비크,2008,563.6496343,42.1,2.95,16.10671214,6.79942942,57,36,-9.136548474
모잠비크,2009,520.4026316,41.1,3.17,12.73469796,15.42093834,69,38,-10.29158173
모잠비크,2010,471.9043433,41.8,3.25,1.892331657,1.511132843,58,38,-15.12376453
모잠비크,2011,594.5861471,37.5,3.3,26.70332451,16.94156782,58,36,-23.1467494
모잠비크,2012,657.6446765,41.1,3.35,66.89324344,9.736090408,59,36,-41.52687077
모잠비크,2013,664.0775104,46.9,3.41,10.41735452,1.769966897,38,37,-36.84062767
모잠비크,2014,673.969212,55.4,3.41,11.77721008,24.0667862,32,37,-32.72249956
모잠비크,2015,589.85905,88.1,3.43,-17.26278796,-6.718338992,28,35,-37.4137163
모잠비크,2016,428.9266729,106.6,3.38,7.958809401,-6.071784635,13,25,-32.21915195
모잠비크,2017,461.4150941,110.4,3.31,-12.89734709,3.890240361,15,25,-19.55919041
모잠비크,2018,503.3179252,110,3.24,43.4337616,47.8820733,18,23,-27.74972532
모잠비크,2019,506.6416391,108.4,3.19,-1.482762721,-9.460270302,20,23,-19.64514616
모잠비크,2020,448.5442807,122,3.39,-0.405374996,-14.95547919,13,25,-26.9566939
몰도바,2005,1034.707058,34.81,7.29,23.42861487,14.66352171,34,37,-7.556346744
몰도바,2006,1183.379211,31.05,7.38,9.093538184,1.094818293,32,43,-11.33780145
몰도바,2007,1531.685476,24.65,5.07,14.57723356,10.51037739,43,45,-15.24815065
몰도바,2008,2111.201495,19.27,3.98,2.856240236,3.404064968,36,50,-16.11220788
몰도바,2009,1899.010117,29.12,6.4,-23.55786403,-12.09501338,26,49,-8.919881509
몰도바,2010,2437.529978,26.54,7.45,14.25685628,13.72719741,33,49,-6.902817027
몰도바,2011,2942.255949,23.4,6.68,22.36346674,29.82867546,45,51,-10.12499907
몰도바,2012,3045.739874,24.1,5.58,2.733941458,-0.112052804,47,49,-7.390145687
몰도바,2013,3322.038436,23.4,5.1,5.589839691,12.65012503,46,50,-5.162959658
몰도바,2014,3328.801449,24.5,3.86,3.090794067,0.935585512,39,54,-5.975677133
몰도바,2015,2732.457113,27.3,3.69,-5.773639176,2.570783947,35,51,-5.975805764
몰도바,2016,2880.439281,31.6,4.19,2.809124912,9.751599606,35,50,-3.573322125
몰도바,2017,3509.69345,28.9,4.1,11.00018227,10.85668197,33,54,-5.743575857
몰도바,2018,4230.363037,27,4.11,9.729986641,7.188652745,31,54,-10.5778016
몰도바,2019,4491.688827,25,5.1,6.191673706,8.206405671,31,56,-9.286034054
몰도바,2020,4547.059721,34,4.71,-8.917729315,-15.47017136,33,54,-7.490288829
몰타,2005,15888.17232,69.9,6.92,7.697497788,4.187502345,97,79,-6.512771562
몰타,2006,16723.88418,64.3,6.8,16.82705663,21.73141586,93,84,-7.829374124
몰타,2007,19485.87119,61.9,6.47,7.931956714,10.3192127,95,85,-2.009232441
몰타,2008,22205.35681,61.8,5.98,17.53695493,19.47075646,95,86,-0.846631338
몰타,2009,21083.27715,66.3,6.89,-1.07883029,-0.415101194,93,89,-6.414108238
몰타,2010,21799.17426,65.5,6.85,8.217476067,8.20508381,92,91,-4.644817612
몰타,2011,23155.55479,70,6.38,3.792658329,5.272314275,85,89,-0.134965149
몰타,2012,22527.63676,66.6,6.2,3.772724186,5.466165943,87,89,1.598090118
몰타,2013,24771.07658,66.4,6.11,-1.246402913,0.949293114,84,88,2.561815128
몰타,2014,26754.26845,62.1,5.73,0.898493154,3.450439325,90,82,8.530054195
몰타,2015,24921.60368,56.2,5.38,19.26617592,15.43830901,89,85,2.70968113
몰타,2016,25741.44606,54.7,4.69,0.993564471,1.78927344,90,85,-0.566135914
몰타,2017,28250.69777,47.7,4,4.549732331,8.441679872,94,88,6.070928095
몰타,2018,30672.29224,43.7,3.66,0.421954549,-0.436454229,94,88,6.62291416
몰타,2019,30186.19596,40.7,3.4,7.87024125,6.405907978,84,77,5.538217813
몰타,2020,27884.64283,53.4,4.09,-4.110612773,-7.825993149,83,86,-2.929783766
미국,2005,44114.74778,61.6,5.08,6.49129725,6.941598526,44,96,-5.747109583
미국,2006,46298.73144,62,4.62,6.420258991,9.465440206,61,96,-5.911436634
미국,2007,47975.9677,62.6,4.62,2.563261699,8.759206634,57,92,-5.096603956
미국,2008,48382.55845,67.7,5.78,-2.14705045,5.781700556,67,93,-4.734135671
미국,2009,47099.98047,82.3,9.25,-12.60976747,-8.294352763,62,90,-2.628124854
미국,2010,48466.6576,91.2,9.63,13.17348845,12.88280384,61,92,-2.881540026
미국,2011,49882.55813,95.8,8.95,4.816005953,7.166455476,64,92,-2.929352576
미국,2012,51602.93105,100,8.07,2.448001281,4.013503863,66,88,-2.58141514
미국,2013,53106.53677,100.7,7.38,1.213006701,2.97141182,67,87,-2.022389335
미국,2014,55049.98833,102.6,6.17,5.160460048,3.883653747,66,89,-2.110883463
미국,2015,56863.3715,100.1,5.28,5.186371625,0.271088945,67,86,-2.241897475
미국,2016,58021.4005,105.2,4.87,1.451672898,0.405260836,60,92,-2.120946358
미국,2017,60109.65573,104.6,4.36,4.443651754,4.077911354,57,93,-1.85080277
미국,2018,63064.41841,105.4,3.9,4.09929004,2.811103287,60,93,-2.126159309
미국,2019,65279.52903,106.8,3.67,1.150686024,-0.065189499,53,89,-2.202864976
미국,2020,63413.51386,128.1,8.31,-8.931711602,-13.56281478,46,88,-2.948667032
바하마,2005,30279.39221,39.7,10.2,14.27794929,-2.140177555,78,80,-7.123050284
바하마,2006,30713.79806,39.7,7.54,12.20811409,1.944134018,72,81,-13.80619145
바하마,2007,31472.28554,41,7.88,-3.684195711,-1.425616296,71,82,-12.3851568
바하마,2008,30627.32775,39,8.18,-5.897390494,-2.201162868,73,82,-11.61008929
바하마,2009,28552.51716,50.7,14.25,-12.20877019,-3.176243231,78,74,-8.104420374
바하마,2010,28443.88848,54.3,14.33,-0.3916354,1.274627986,84,69,-8.063216637
바하마,2011,28005.9124,55,14.52,7.465524049,6.282057,88,70,-11.94727147
바하마,2012,29485.86422,60.8,14.02,-3.875373735,7.205092427,91,64,-14.03668112
바하마,2013,28583.0233,66.3,16.18,1.243965725,0.86729314,91,57,-14.23518762
바하마,2014,30065.1602,73.7,13.8,4.831628108,-5.445950404,79,57,-16.91914323
바하마,2015,31776.05559,59.3,12,-5.936669931,1.393153514,77,58,-10.118626
바하마,2016,31732.91914,59.6,12.7,6.707788919,-4.346693113,81,63,-5.926867582
바하마,2017,32376.50917,64.9,9.8,8.028847888,-2.554452041,83,59,-12.74016395
바하마,2018,33290.02814,66.4,10,-0.674626047,11.71901082,78,62,-8.687421682
바하마,2019,33799.41769,62.3,10.11,-4.353018398,-1.832834066,75,53,3.998060608
바하마,2020,25194.02514,83.8,14.41,-43.92513684,-43.74163179,74,53,-20.84186021
베넹,2005,822.7851431,40,0.8,-4.408372584,10.03276098,60,26,-3.443766666
베넹,2006,856.0549166,14.9,0.81,7.42446225,-0.295107913,63,38,-3.087786943
베넹,2007,966.2036183,10.5,0.82,30.30217983,27.23490038,58,35,-6.546219142
베넹,2008,1125.426134,13,0.85,4.21380628,10.09265441,57,35,-5.498621586
베넹,2009,1088.757906,13.8,0.97,4.741797402,-4.864682634,60,40,-6.690331484
베넹,2010,1036.534515,16.9,1.04,7.34962107,4.797788941,54,41,-5.567234574
베넹,2011,1130.273251,16.6,2.65,-4.566596877,-9.710690975,57,40,-4.833286005
베넹,2012,1145.140105,15.3,2.65,11.36228946,24.09569718,58,39,-5.178326457
베넹,2013,1251.209767,16.7,2.66,30.77100511,22.73221851,58,37,-5.379255159
베넹,2014,1291.410185,19.8,2.61,14.69169589,24.94269045,47,31,-6.670114378
베넹,2015,1076.796698,21.3,2.57,-0.967773147,-20.09590702,45,31,-5.964093191
베넹,2016,1087.287331,22.4,2.52,3.30332906,13.48128014,47,30,-2.996694473
베넹,2017,1136.593872,23.1,2.44,14.32323235,7,47,33,-4.18079
베넹,2018,1241.825298,19.3,2.37,4.838686171,5,41,39,-4.548882637
베넹,2019,1219.515506,41.4,2.32,3.393947941,8.614557869,31,38,-4.033965626
베넹,2020,1291.040972,46.1,2.54,-19.79280491,-24.96500563,30,39,
베트남,2005,687.4797274,28.7,2.13,14.17610403,17.77593763,62,29,-0.971989165
베트남,2006,784.3723759,30.2,2.08,11.98845615,11.19998643,58,28,-0.246704374
베트남,2007,906.2842299,32.2,2.03,26.93158913,12.50004237,52,30,-8.981659364
베트남,2008,1149.424495,31,1.8,15.0112732,13.69996851,50,30,-10.91795299
베트남,2009,1217.268583,36.3,1.74,-6.820987528,-5.085057934,53,28,-6.233100228
베트남,2010,1317.890646,36.8,1.11,8.222827565,8.449995219,52,29,-3.688377007
베트남,2011,1525.119025,35.8,1,4.096419624,10.78445555,54,30,0.174119063
베트남,2012,1735.152116,38.3,1.03,9.094775673,15.70910733,56,28,6.051212863
베트남,2013,1886.69017,41.4,1.32,17.34446802,17.37402956,57,28,4.523366661
베트남,2014,2030.278447,43.6,1.26,12.80465402,11.56011262,44,31,5.026190191
베트남,2015,2085.101349,46.1,1.85,18.11578428,12.64370486,50,36,-1.056193485
베트남,2016,2192.174482,47.6,1.85,15.28532206,13.86336288,55,35,0.304467875
베트남,2017,2365.521615,46.3,1.87,17.49966061,16.73516917,55,36,-0.736884882
베트남,2018,2566.447487,43.6,1.16,12.80720246,14.26553329,50,38,2.40580087
베트남,2019,2715.27598,43.5,2.04,9.496211391,6.711793126,48,42,5.00197951
베트남,2020,2785.724161,46.7,2.27,3.359594671,4.974834824,45,47,5.519651118
벨기에,2005,36795.97688,95.1,8.44,6.426575906,5.511088341,70,87,1.997297739
벨기에,2006,38672.70594,91.5,8.25,5.141851248,5.700622512,74,89,1.851839537
벨기에,2007,44262.896,87.3,7.46,5.579332627,5.436045383,72,91,1.497593782
벨기에,2008,48106.89292,93.2,6.98,3.805004936,1.807624091,68,91,-0.834631875
벨기에,2009,44583.54481,100.2,7.91,-10.85888872,-11.27529437,75,88,1.823502187
벨기에,2010,44141.87814,100.3,8.29,9.687970264,10.4390846,74,86,1.525710103
벨기에,2011,47348.52502,103.5,7.14,5.625029754,4.631280749,78,87,-1.945673892
벨기에,2012,44673.11588,104.8,7.54,-0.674804751,-0.486850565,76,87,-0.083359982
벨기에,2013,46744.66254,105.5,8.43,-0.213858263,0.3526553,78,88,0.973644247
벨기에,2014,47700.54036,107,8.52,5.528272669,5.196763688,70,85,0.755869018
벨기에,2015,40991.80814,105.2,8.48,3.913671554,3.721674669,65,88,1.376879339
벨기에,2016,41984.10303,105,7.83,7.451584446,6.201858824,62,88,0.556354839
벨기에,2017,44089.31009,102,7.09,5.219110728,5.470995121,62,87,0.701503697
벨기에,2018,47519.5531,99.8,5.95,1.377250634,0.600339794,59,87,-0.784246101
벨기에,2019,46591.49161,97.7,5.36,1.648974544,1.985267471,61,88,0.155377133
벨기에,2020,45159.34822,112.8,6.01,-5.944309379,-5.459022175,65,89,0.828513847
벨리즈,2005,3885.034074,87.1,10.91,6.655727352,10.32246011,49,54,-13.71539766
벨리즈,2006,4155.323885,81,9.39,0.462336669,23.31112131,49,42,-2.096803483
벨리즈,2007,4252.395404,75.4,8.51,0.356515943,-13.48171324,50,38,-4.096420009
벨리즈,2008,4404.308198,70,8.18,13.18976433,4.010810714,51,37,-10.72101685
벨리즈,2009,4186.519998,76.1,8.43,-21.34793624,-9.766029568,45,37,-6.288479027
벨리즈,2010,4270.780085,72.5,8.45,10.85679546,14.01286479,49,37,-3.321044406
벨리즈,2011,4423.496842,68.8,8.4,12.15445746,2.85818917,52,35,-1.365614511
벨리즈,2012,4505.600593,64.4,8.38,1.743889047,6.160448258,52,35,-2.174349864
벨리즈,2013,4568.641228,68.7,8.35,10.5175513,3.754360928,54,34,-4.595778164
벨리즈,2014,4718.436581,67.6,8.24,3.484993706,-1.436026164,48,33,-8.148417578
벨리즈,2015,4770.232656,68.5,7.58,9.572144625,-0.701714891,49,36,-10.14900666
벨리즈,2016,4856.973249,67.3,7,1.591693317,-9.534150072,49,31,-9.135188621
벨리즈,2017,4945.857699,67.6,6.6,-0.611793922,6.138952056,48,31,-8.503228779
벨리즈,2018,5001.422157,67,6.52,-4.314701586,7.508640392,46,27,-7.870683062
벨리즈,2019,5078.809944,66.3,6.46,3.769185618,-7.045416006,50,32,-9.313693713
벨리즈,2020,4115.177008,84.8,7.82,-12.93315101,-14.08086859,62,34,-7.817716095
보스니아 헤르체고비나,2005,2980.601268,24.6,30.4,10.43013686,15.72809481,31,30,-16.4341607
보스니아 헤르체고비나,2006,3416.512376,20.3,31.11,-0.300998077,18.772041,31,35,-7.758525171
보스니아 헤르체고비나,2007,4193.368011,17.6,28.98,17.57704362,12.38160399,25,46,-9.190408285
보스니아 헤르체고비나,2008,5090.945834,16.6,23.41,10.13150195,1.145217854,28,51,-13.83284126
보스니아 헤르체고비나,2009,4714.693746,21.1,24.07,-14.34320718,-3.176011111,24,51,-6.445248218
보스니아 헤르체고비나,2010,4635.510195,24.8,27.31,2.478604493,13.90052379,25,50,-6.000301468
보스니아 헤르체고비나,2011,5092.554723,25.4,27.58,2.916523814,4.644009558,20,53,-9.47895016
보스니아 헤르체고비나,2012,4777.066914,27.5,28.01,0.615156574,0.107439302,28,52,-8.62872691
보스니아 헤르체고비나,2013,5129.663534,28.2,27.49,-0.05610206,7.856493015,34,52,-5.327843229
보스니아 헤르체고비나,2014,5330.355075,30.9,27.52,7.575608997,4.163053111,45,51,-7.350015706
보스니아 헤르체고비나,2015,4729.689959,30.4,27.69,1.782179884,9.782805636,32,48,-5.092692068
보스니아 헤르체고비나,2016,4994.971551,29.7,25.41,7.194777696,9.367880373,31,49,-4.75496264
보스니아 헤르체고비나,2017,5394.268944,26,20.53,7.65117798,11.82100482,32,48,-4.844149458
보스니아 헤르체고비나,2018,6070.349081,24.5,18.4,3.889570055,7.044894237,32,45,-3.279727822
보스니아 헤르체고비나,2019,6119.762345,23.1,15.69,1.305138979,0.424666726,30,47,-2.799283369
보스니아 헤르체고비나,2020,6079.738285,25.5,16.85,-13.59195505,-15.95602627,28,42,-3.768611427
보츠와나,2005,5513.331063,7.37,19.77,-4.935680954,18.19076787,83,71,16.10571085
보츠와나,2006,5521.990608,5.98,17.78,0.044156863,3.132851187,82,66,19.24050851
보츠와나,2007,5832.737052,8.21,17,24.95538357,8.481353688,86,66,15.12299707
보츠와나,2008,5713.543931,7.59,16.35,17.54353692,-2.479829693,85,65,1.366182842
보츠와나,2009,5255.776533,19.3,16.17,-10.88363613,-37.67059832,83,66,-6.313177961
보츠와나,2010,6434.812485,21.1,17.86,6.480639377,16.02382391,83,66,-5.819610547
보츠와나,2011,7617.310041,26.8,17.85,19.22489852,27.54594654,85,68,-0.859261696
보츠와나,2012,7050.573472,27.5,17.86,32.07774739,17.84065593,89,73,-5.708047963
보츠와나,2013,7224.912737,26.5,17.88,10.01387412,37.80249435,88,69,4.339182486
보츠와나,2014,7495.220866,23,17.78,3.503533277,3.738438645,84,72,10.94445337
보츠와나,2015,6402.910183,22.4,17.71,5.836132691,-7.360134472,88,68,2.218312609
보츠와나,2016,6982.917492,23.6,17.62,-20.92169495,-8.36839597,83,70,7.973028472
보츠와나,2017,7296.092142,21.1,17.46,-12.94885875,-5.457451192,86,70,5.591613591
보츠와나,2018,7503.878588,18.1,17.32,15.91676837,11.88245591,83,68,0.395680673
보츠와나,2019,7203.064221,17.8,17.21,11.9391547,-7.090920194,91,66,-7.058895933
보츠와나,2020,6404.899932,18.2,17.7,5.15549992,-18.08426731,89,65,-10.75336798
사우디 아라비아,2005,13791.45476,37.35,6.05,28.58294476,6.701299876,39,57,27.3976503
사우디 아라비아,2006,15384.73836,25.83,6.25,34.98175579,2.195686389,29,53,26.24940418
사우디 아라비아,2007,16516.63178,17.11,5.73,23.14226057,0.188959182,29,54,22.43687493
사우디 아라비아,2008,20078.26007,12.06,5.08,10.50843755,-1.187134452,32,55,25.45652985
사우디 아라비아,2009,16113.14371,13.99,5.38,-6.34847907,-10.7209086,29,57,4.883410282
사우디 아라비아,2010,19262.5476,8.4,5.55,6.565098604,4.353897728,37,56,12.63727098
사우디 아라비아,2011,23745.88058,5.4,5.77,5.469495454,10.16626418,31,54,23.61979188
사우디 아라비아,2012,25243.602,3.1,5.52,7.65646286,3.387546659,32,56,22.3871308
사우디 아라비아,2013,24845.12466,2.1,5.57,3.655080964,0.178507248,33,55,18.1400817
사우디 아라비아,2014,24464.21256,1.6,5.72,6.633337652,-1.85492305,36,54,9.751857003
사우디 아라비아,2015,20627.92693,5.8,5.59,-1.152080936,0.687384458,24,54,-8.669784327
사우디 아라비아,2016,19878.76384,13.1,5.65,-18.22358745,7.997813654,28,56,-3.696920282
사우디 아라비아,2017,20802.46631,17.2,5.89,0.342108902,-3.07732682,24,55,1.519677738
사우디 아라비아,2018,23337.01755,19,6.04,2.614443234,7.159739743,25,52,9.150650134
사우디 아라비아,2019,23139.79798,22.8,6.13,9.580893195,-4.996865302,24,52,4.821118706
사우디 아라비아,2020,20110.31619,32.5,8.22,-25.15515273,-10.78183829,23,62,-3.080244416
세르비아,2005,3720.479155,47.6,20.85,-4.022630627,17.37590977,25,29,
세르비아,2006,4382.617279,33.9,20.85,19.01757456,7.25416747,29,36,
세르비아,2007,5848.476405,27.9,18.06,21.41600365,3.769881355,26,42,-17.4283931
세르비아,2008,7101.040141,26.8,13.71,10.08222952,12.55581843,27,46,-20.18844082
세르비아,2009,6169.114195,30.9,16.14,-21.88628184,-11.52931884,29,50,-6.198542271
세르비아,2010,5735.422857,39.5,19.22,-0.072548705,16.85527418,31,53,-6.437775563
세르비아,2011,6809.159804,42.8,22.97,7.165553517,5.628844534,37,53,-10.32970954
세르비아,2012,6015.945228,52.9,24,-0.620763861,2.856856228,39,51,-10.91352896
세르비아,2013,6755.073675,56,22.15,6.476841859,18.04798255,43,52,-5.773766122
세르비아,2014,6600.056809,66.2,19.22,5.090113537,4.311478393,53,56,-5.598307343
세르비아,2015,5588.980728,70,17.66,3.963023927,9.275844757,55,57,-3.455151825
세르비아,2016,5765.200762,67.7,15.26,7.026854663,12.00700911,50,55,-2.924418122
세르비아,2017,6292.543629,57.8,13.48,11.08830717,8.230865447,50,55,-5.257539458
세르비아,2018,7252.401858,53.6,12.73,10.78964771,7.50180032,47,60,-4.855965115
세르비아,2019,7417.203649,51.9,10.4,10.66626667,7.668102633,45,61,-6.862783705
세르비아,2020,7720.510572,57,9.08,-3.613814743,-4.222639925,44,57,-4.081321544
스리랑카,2005,1248.698185,90.6,7.67,2.688156993,6.646166137,17,39,-2.663822405
스리랑카,2006,1435.816813,87.9,6.5,6.93715866,3.840461348,10,46,-5.297103266
스리랑카,2007,1630.388906,85,5.97,3.733227845,7.327287599,8,44,-4.33041497
스리랑카,2008,2037.322103,81.4,5.22,4.011839932,0.390200287,8,41,-9.543198683
스리랑카,2009,2090.401826,86.2,5.85,-9.585903828,-12.30572406,11,45,-0.510385794
스리랑카,2010,2799.648738,71.6,4.78,12.64715371,8.760094652,18,46,-1.895135833
스리랑카,2011,3200.861132,71.1,4.12,23.6,10.2,24,51,-7.068808999
스리랑카,2012,3350.521876,68.7,3.88,0.48543689,-0.181488201,23,48,-5.858383072
스리랑카,2013,3610.289363,70.8,4.24,-1.52979066,6.636363637,26,48,-3.418528172
스리랑카,2014,3819.25353,71.3,4.19,9.566639412,4.262574596,34,50,-2.50475447
스리랑카,2015,3843.780672,78.5,4.52,10.59701493,4.66067048,50,52,-2.335829734
스리랑카,2016,3886.291502,79,4.24,7.894736842,-0.742187502,47,51,-2.114536106
스리랑카,2017,4077.043841,79.9,4.05,7.131957473,7.589138136,42,50,-2.641021457
스리랑카,2018,4059.20823,83.7,4.32,1.758277683,0.474153946,41,48,-3.182078508
스리랑카,2019,3852.265603,86.8,4.27,-5.794874803,7.165613307,40,48,-2.194760614
스리랑카,2020,3680.673477,101,4.84,-11.41788442,-9.580774082,45,44,-1.342394333
스웨덴,2005,43437.06312,48.7,7.49,6.839906467,6.398959552,95,93,6.012812683
스웨덴,2006,46593.60216,43.6,7.07,8.329763732,8.613984123,96,92,8.146858636
스웨덴,2007,53700.00534,38.9,6.16,8.026621069,4.595407015,96,94,8.127695906
스웨덴,2008,56152.55234,37.5,6.24,3.055722999,1.852459985,90,95,7.881485666
스웨덴,2009,46946.96027,40.7,8.35,-14.53530544,-14.45802447,87,96,5.93722789
스웨덴,2010,52869.04429,38.1,8.61,11.48340358,10.64721448,88,95,5.888480316
스웨덴,2011,60755.75955,37.2,7.8,7.083975801,6.719796245,92,99,5.476158204
스웨덴,2012,58037.82132,37.5,7.98,1.013890717,1.120795536,90,99,5.505562042
스웨덴,2013,61126.9432,40.3,8.05,-0.199830002,-1.102750845,90,99,5.232062108
스웨덴,2014,60020.36046,45,7.95,6.383569597,4.365974662,88,97,4.209427162
스웨덴,2015,51545.48361,43.7,7.43,6.060830727,5.800060938,81,97,3.316168753
스웨덴,2016,51965.15715,42.3,6.99,4.469800124,2.399781195,87,97,2.356978964
스웨덴,2017,53791.50873,40.7,6.72,4.72878068,4.131625448,82,96,2.97382987
스웨덴,2018,54589.06039,38.9,6.37,3.823845708,4.246977832,82,98,2.621667313
스웨덴,2019,51939.42974,34.9,6.83,2.12905361,5.973993017,86,97,5.463322398
스웨덴,2020,52274.40879,39.6,8.45,-5.566039694,-4.61677419,85,95,5.707917662
스위스,2005,56546.78566,54.6,4.44,9.812134853,6.526030438,91,93,11.65452709
스위스,2006,59300.61722,48.3,4,3.032432821,6.451308004,95,93,12.74106264
스위스,2007,65359.51922,44.5,3.65,5.822196712,11.30587154,94,95,8.584550934
스위스,2008,74572.23237,44.6,3.35,4.646044057,4.218649645,95,94,1.623289679
스위스,2009,72083.1677,42.8,4.12,-3.12996466,-8.713528461,95,94,6.308762332
스위스,2010,77117.12601,41.1,4.8,8.080230296,12.58691425,92,95,13.54708808
스위스,2011,91254.03476,41.5,4.4,9.011748756,3.96782521,94,95,6.787159457
스위스,2012,86547.67089,42.2,4.49,-2.364793828,0.978318809,99,95,9.446492605
스위스,2013,88109.48675,41.6,4.75,12.52612821,13.8029868,98,94,10.11918925
스위스,2014,89684.70758,41.6,4.83,-7.30832449,-6.214702569,98,96,7.454730129
스위스,2015,84776.14217,41.7,4.8,4.75665211,4.132599797,97,95,9.450987102
스위스,2016,83073.28008,40.5,4.92,5.311059424,6.511148674,95,98,7.857373764
스위스,2017,83352.08865,41.2,4.8,-0.876980621,-0.333536899,94,97,5.953346716
스위스,2018,86388.40495,39.3,4.71,0.664416345,3.332703825,95,97,5.349263928
스위스,2019,85334.51946,39.1,4.39,-0.222511071,-0.781963492,94,95,4.949624835
스위스,2020,87097.03645,42.6,4.94,-4.537116377,-6.004371698,93,94,1.152296444
스페인,2005,26419.29686,42.4,9.15,6.960046777,1.890665432,53,89,-7.276208612
스페인,2006,28365.31349,39.1,8.45,8.213107745,4.729259219,41,85,-8.856384466
스페인,2007,32549.97098,35.8,8.23,8.239988937,7.597043105,36,86,-9.461631731
스페인,2008,35366.2596,39.7,11.25,-5.507782964,-0.906456229,30,87,-8.965868071
스페인,2009,32042.47408,53.3,17.86,-18.30267711,-10.83791319,30,85,-4.067016824
스페인,2010,30502.71971,60.5,19.86,6.198746268,9.063265573,34,84,-3.677675443
스페인,2011,31636.44631,69.9,21.39,-0.590594379,8.173609468,48,82,-2.703270524
스페인,2012,28324.42934,90,24.79,-5.835135585,0.935228307,43,78,0.055490597
스페인,2013,29059.54795,100.5,26.09,-0.214383029,4.378401978,47,79,2.036379619
스페인,2014,29461.55033,105.1,24.44,6.798047,4.526346514,55,75,1.654911406
스페인,2015,25732.01836,103.3,22.06,5.077024115,4.316234026,56,75,2.017177489
스페인,2016,26505.34322,102.8,19.64,2.64993492,5.371237126,61,81,3.189628774
스페인,2017,28100.58624,101.9,17.22,6.787811792,5.511250095,57,80,2.815092024
스페인,2018,30349.7521,100.5,15.26,3.920097871,1.727638745,57,81,1.86450413
스페인,2019,29555.3157,98.3,14.1,1.199344795,2.472048841,58,82,2.095333146
스페인,2020,27063.19392,120,15.67,-15.19483732,-20.14701645,58,74,0.841816736
슬로바키아 공화국,2005,11685.75482,34.7,16.26,14.921397,12.63289008,77,84,-8.162974888
슬로바키아 공화국,2006,13159.75944,31.4,13.37,19.15539919,22.83471286,71,85,-7.71126963
슬로바키아 공화국,2007,16085.61152,30.3,11.14,9.678268141,14.45844938,85,81,-5.358881998
슬로바키아 공화국,2008,18677.29271,28.6,9.51,4.10803742,3.010305079,87,83,-6.24109553
슬로바키아 공화국,2009,16531.67051,36.4,12.03,-18.90798582,-16.36693637,80,81,-3.392320501
슬로바키아 공화국,2010,16825.35163,40.8,14.38,16.616696,17.3355695,87,81,-4.640651778
슬로바키아 공화국,2011,18406.01196,43.3,13.62,7.816995217,10.6301366,81,80,-4.940734033
슬로바키아 공화국,2012,17430.82675,51.9,13.96,2.105762572,9.144012278,88,81,0.943583318
슬로바키아 공화국,2013,18203.24249,54.9,14.22,5.625434308,6.010307813,89,79,1.823796818
슬로바키아 공화국,2014,18630.97598,53.7,13.18,4.546922041,3.695434227,86,78,1.187505058
슬로바키아 공화국,2015,16335.6454,51.8,11.48,8.51914692,6.644240744,75,75,-2.087203779
슬로바키아 공화국,2016,16501.08385,52.4,9.67,4.834285039,5.0306134,71,79,-2.714404244
슬로바키아 공화국,2017,17494.72879,51.6,8.13,4.011462832,3.682230426,80,76,-1.947786842
슬로바키아 공화국,2018,19380.51351,49.6,6.54,4.84592503,5.096578587,71,76,-2.17217714
슬로바키아 공화국,2019,19303.54566,48.1,5.75,2.090010149,0.794740314,68,80,-3.354686161
슬로바키아 공화국,2020,19266.51357,59.7,6.79,-8.242652751,-7.27869082,67,75,0.192949799
