국가별,시점,인당_GDP,부채비율,실업률,상품및서비스수입,상품및서비스수출,정치적안정성,규제의질,경상수지
슬로베니아,2005,18098.90854,26.4,6.51,7.336895255,11.36390935,86,75,-1.879502176
슬로베니아,2006,19672.96556,26.1,5.95,12.38855818,14.12253472,87,73,-1.761016175
슬로베니아,2007,23787.64656,22.8,4.82,17.05726818,13.85780352,90,75,-4.196566863
슬로베니아,2008,27483.33717,21.8,4.37,4.090178875,4.183342444,91,76,-5.303914156
슬로베니아,2009,24694.23049,34.5,5.86,-18.38536461,-16.56046925,81,78,-1.082610666
슬로베니아,2010,23509.54314,38.3,7.24,6.632730713,10.16055882,77,76,-0.760972769
슬로베니아,2011,25095.13229,46.5,8.17,5.313869528,6.868649295,81,75,-0.837580282
슬로베니아,2012,22643.10025,53.6,8.84,-3.535306293,0.495940889,77,73,1.288209075
슬로베니아,2013,23496.6025,70,10.1,2.111469688,3.062110461,74,73,3.291360899
슬로베니아,2014,24214.92207,80.3,9.67,4.157007947,6.010634452,80,73,5.104259506
슬로베니아,2015,20881.76693,82.6,8.96,4.318523177,4.741264855,81,73,3.820608637
슬로베니아,2016,21663.64341,78.5,8,6.288934453,6.163366823,83,73,4.79067468
슬로베니아,2017,23455.94473,74.2,6.56,10.6717132,11.07125399,77,73,6.261342708
슬로베니아,2018,26104.10279,70.3,5.11,7.086746302,6.155541062,79,74,5.965398912
슬로베니아,2019,25942.95477,65.6,4.45,4.670847454,4.516827249,75,80,5.990845128
슬로베니아,2020,25517.33067,79.8,5.17,-9.578710621,-8.66269766,70,77,7.383483242
싱가포르,2005,29961.26328,92.1,5.59,11.572737,12.77985174,89,100,23.26051923
싱가포르,2006,33769.15416,85.1,4.48,10.29975113,10.95426011,93,98,26.89282281
싱가포르,2007,39432.93835,84.7,3.9,7.463947833,8.538106465,93,98,27.14329651
싱가포르,2008,40007.46926,95.3,3.96,10.87635516,5.26120343,99,99,15.08385139
싱가포르,2009,38927.20688,99.7,5.86,-9.945644686,-7.203905689,91,98,16.39289424
싱가포르,2010,47236.96023,97,4.12,16.30672172,17.78766503,91,98,22.93321266
싱가포르,2011,53890.42873,101,3.89,5.687543064,7.690486037,91,97,22.21887579
싱가포르,2012,55546.48854,105.7,3.72,2.581912244,1.397154643,97,100,17.64361274
싱가포르,2013,56967.42579,102.2,3.86,6.512569072,6.1398429,97,100,15.70718759
싱가포르,2014,57562.53079,97.9,3.74,2.768513217,3.619961888,93,100,17.9509219
싱가포르,2015,55646.61875,103.2,3.79,3.380741428,4.967697826,96,100,18.69268237
싱가포르,2016,56848.17539,111.5,4.08,0.05017443,-0.105327387,99,100,17.57161399
싱가포르,2017,61176.45636,110.6,4.2,7.76709055,7.097109786,99,100,17.26627521
싱가포르,2018,66679.04649,112.2,3.65,7.471730433,7.714241909,99,100,15.40885493
싱가포르,2019,65640.70795,126.3,3.1,0.210549517,0.149978913,98,100,14.26299854
싱가포르,2020,59797.75218,131,5.19,-7.075827961,-4.320277158,97,100,17.58410358
아르헨티나,2005,5109.852245,80.5,11.51,15.84823189,12.88683042,44,32,2.653631422
아르헨티나,2006,5919.012338,70.6,10.08,10.99186291,5.561203235,46,26,2.794495643
아르헨티나,2007,7245.446857,62.1,8.47,19.6402843,8.164451917,47,26,2.103616039
아르헨티나,2008,9020.873323,53.8,7.84,13.56218699,0.739874469,41,23,1.499401416
아르헨티나,2009,8225.137583,55.4,8.65,-18.41643939,-9.347106431,37,22,2.178566962
아르헨티나,2010,10385.96443,43.5,7.71,35.20441734,13.89691362,43,24,-0.3831187
아르헨티나,2011,12848.8642,38.9,7.18,22.02861658,4.148814784,52,26,-1.007271039
아르헨티나,2012,13082.66433,40.4,7.22,-4.728263216,-4.108311326,49,21,-0.391595124
아르헨티나,2013,13080.25473,43.5,7.1,3.882880978,-3.520240343,48,18,-2.377495666
아르헨티나,2014,12334.79825,44.7,7.27,-11.47999491,-6.979167434,46,13,-1.74400212
아르헨티나,2015,13789.06042,52.6,7.61,4.711318807,-2.77737294,46,17,-2.962926665
아르헨티나,2016,12790.24247,53.1,7.97,5.824163031,5.317354108,53,34,-2.709226273
아르헨티나,2017,14613.04182,57,8.35,15.58379561,2.615390952,53,42,-4.839957173
아르헨티나,2018,11795.15939,86.4,9.22,-4.461337004,0.645996251,47,41,-5.160554041
아르헨티나,2019,10056.63794,90.2,9.84,-18.98930229,9.102186606,44,34,-0.820919202
아르헨티나,2020,8579.017773,102,11.67,-17.86505815,-17.32684783,49,32,0.85097686
아이슬란드,2005,56794.85016,68.9,2.55,27.82708073,7.117023014,100,95,-15.71736942
아이슬란드,2006,57492.93425,70.7,2.83,9.820007752,-4.709789972,100,93,-22.73377984
아이슬란드,2007,69495.72674,68.5,2.25,-2.262988349,23.36971153,100,93,-13.4684408
아이슬란드,2008,56943.37045,110.4,2.95,-20.31270686,3.464413441,94,88,-22.93929395
아이슬란드,2009,41301.27322,128.8,7.22,-20.66940841,8.316585555,91,80,-9.01015827
아이슬란드,2010,43237.07295,133.1,7.56,2.318560243,0.954306268,85,78,-6.144910977
아이슬란드,2011,47714.59223,138.2,7.03,6.773659734,3.395922684,93,81,-4.703541064
아이슬란드,2012,45995.54788,133.9,6,4.603710743,3.598109357,93,82,-3.51560114
아이슬란드,2013,49804.983,122,5.38,0.105862088,6.804810124,94,84,6.261570557
아이슬란드,2014,54576.74481,115.2,4.9,10.0202774,3.888664402,94,87,4.346448863
아이슬란드,2015,52951.68151,97.2,3.98,13.54189657,8.947794824,96,87,5.627625908
아이슬란드,2016,61987.92636,82.4,2.98,14.60296632,10.95126438,96,87,8.271719875
아이슬란드,2017,72010.14903,71.6,2.74,11.83058989,5.079696715,96,90,4.256747895
아이슬란드,2018,74469.80406,63.1,2.7,0.870818508,1.683592494,97,90,3.528091719
아이슬란드,2019,68941.46223,66.3,3.51,-8.429695229,-4.669144259,100,90,5.807784191
아이슬란드,2020,59270.18005,77.4,5.01,-22.46504391,-30.19080158,97,91,0.945760321
아일랜드,2005,50914.03129,26.1,4.34,12.72317374,5.479909195,94,92,-3.373296192
아일랜드,2006,54283.68178,23.6,4.42,9.301760886,6.051221015,92,99,-3.389048012
아일랜드,2007,61318.46603,23.9,4.98,9.35127102,8.901457534,93,99,-5.134105643
아일랜드,2008,61103.51347,42.5,6.77,-2.785985423,-3.803444628,93,100,-5.578374371
아일랜드,2009,51927.23096,61.8,12.61,-1.702636514,4.648518246,86,96,-2.126193059
아일랜드,2010,48607.94052,86.2,14.53,0.441751197,5.967680096,85,94,1.046496443
아일랜드,2011,52108.83323,110.5,15.35,2.701686987,3.127549428,78,93,1.185361988
아일랜드,2012,49028.82739,119.7,15.45,-1.002696037,-0.820956261,78,94,-3.418289126
아일랜드,2013,51518.3881,120,13.74,1.057998861,2.9838009,75,94,1.558087745
아일랜드,2014,55525.89725,104.3,11.86,14.68606758,14.60084722,87,95,1.077241406
아일랜드,2015,61987.551,76.7,9.91,32.44833177,39.24998509,78,98,4.430221724
아일랜드,2016,62818.96636,74.3,8.37,19.01192875,4.585862619,74,95,-4.191439703
아일랜드,2017,69601.68388,67.8,6.71,1.161782278,9.636863221,85,92,1.015407087
아일랜드,2018,79068.97461,63.1,5.74,3.3183396,11.54896635,86,93,6.280225824
아일랜드,2019,80886.61574,57.2,4.95,41.65391171,10.4212605,82,93,-11.25817496
아일랜드,2020,85267.76474,58.4,5.92,-7.443220287,9.497584439,83,92,-2.090778055
에스토니아,2005,10412.64431,4.7,8.03,16.6993434,19.92239555,66,88,-8.634703087
에스토니아,2006,12639.40007,4.6,5.92,20.70274867,9.529446816,69,88,-14.97433198
에스토니아,2007,16744.58445,3.8,4.59,12.98195383,12.6154315,69,88,-14.80277959
에스토니아,2008,18204.96648,4.5,5.46,-6.157830915,0.897881499,66,92,-8.858968155
에스토니아,2009,14711.73527,7.2,13.55,-30.60556259,-20.3085483,64,89,2.677649037
에스토니아,2010,14663.04461,6.7,16.71,21.2569362,24.2172264,68,89,1.743738918
에스토니아,2011,17464.92008,6.2,12.33,27.18832647,24.17301773,67,91,1.312261818
에스토니아,2012,17404.2008,9.8,10.02,9.688144816,4.8262746,67,91,-1.87558262
에스토니아,2013,19050.58592,10.2,8.63,2.445981655,2.800020375,68,91,0.300337229
에스토니아,2014,20234.11742,10.6,7.35,3.046876182,2.64047014,73,93,0.650615602
에스토니아,2015,17395.04062,10.1,6.19,-1.887090315,-1.502566939,66,93,1.762443232
에스토니아,2016,18282.92339,10,6.76,6.497250138,4.822528145,69,93,1.249405521
에스토니아,2017,20387.28315,9.1,5.76,3.990948669,4.832046443,69,93,2.285464233
에스토니아,2018,23052.30126,8.2,5.37,5.68864454,3.881196933,65,92,0.811250643
에스토니아,2019,23397.12001,8.6,4.45,3.799847162,6.480376992,67,93,2.523135073
에스토니아,2020,23027.027,19,6.46,0.856447553,-4.977872774,70,93,-0.461591563
에콰도르,2005,3002.138604,35,3.78,14.39534039,8.633036356,24,23,1.141794107
에콰도르,2006,3328.884156,28.8,3.55,9.773513315,7.125999442,21,14,3.717630162
에콰도르,2007,3567.837186,27.2,3.14,7.05495981,0.017212283,20,13,3.69843367
에콰도르,2008,4249.01897,22.2,3.92,14.43921108,2.983947688,21,14,2.86485133
에콰도르,2009,4231.619235,16.4,4.61,-9.919288842,-4.788346949,23,6,0.50072127
에콰도르,2010,4633.591284,19.2,4.09,14.82409922,-0.237068078,26,10,-2.274860023
에콰도르,2011,5200.555108,18.4,3.46,3.646417622,5.667761504,26,16,-0.504733852
에콰도르,2012,5682.046108,21.2,3.24,0.834861394,5.466579851,27,17,-0.166549831
에콰도르,2013,6056.331213,24,3.08,6.965967127,2.558355145,39,20,-0.980667829
에콰도르,2014,6377.093929,29.6,3.48,4.75460457,6.21492915,45,16,-0.657393329
에콰도르,2015,6124.490887,33,3.62,-8.156789978,-0.637306228,41,12,-2.236960735
에콰도르,2016,6060.092962,38.2,4.6,-9.620335724,1.421079645,44,13,1.110080757
에콰도르,2017,6213.503127,44.6,3.84,12.23641004,0.7170421,41,12,-0.176128709
에콰도르,2018,6295.934662,45.2,3.53,4.404189287,1.154065168,43,17,-1.216380039
에콰도르,2019,6222.524653,51.8,3.81,0.32346181,3.645625847,39,20,-0.05711523
에콰도르,2020,5600.389615,68.9,6.23,-7.882725299,-2.126851087,34,17,2.59547457
엘살바도르,2005,2428.568879,52.54,7.22,4.85296126,-0.635394445,45,49,-4.229078786
엘살바도르,2006,2631.822739,52.34,6.57,9.248357038,5.97184483,41,55,-4.784782895
엘살바도르,2007,2786.157774,50.86,6.41,10.69036757,1.815206297,43,58,-7.151292489
엘살바도르,2008,2933.39424,54.06,5.88,-4.337315677,2.537612408,45,57,-8.518259688
엘살바도르,2009,2858.483344,63.48,7.33,-22.49379535,-9.255462864,44,62,-1.77368033
엘살바도르,2010,2983.228806,63.85,4.89,8.899451246,13.48406358,48,62,-2.888216228
엘살바도르,2011,3266.010978,63.85,4.3,5.464951714,7.06121547,50,67,-5.481051994
엘살바도르,2012,3428.409332,67.77,3.84,1.160592626,0.44404812,55,60,-5.797215033
엘살바도르,2013,3509.526536,67.7,3.69,4.43185679,6.325153636,45,61,-6.904746892
엘살바도르,2014,3589.042885,69.45,4.15,-2.486693191,3.271859687,44,63,-5.371386987
엘살바도르,2015,3705.579704,70.77,4,4.926924294,3.183322927,45,60,-3.215929355
엘살바도르,2016,3805.995686,72.58,4.42,-0.754346855,0.279475526,43,57,-2.274032866
엘살바도르,2017,3910.254403,73.55,4.39,1.338172358,3.370116659,36,54,-1.859907336
엘살바도르,2018,4052.624775,72.65,4.01,2.349468672,1.565168458,33,57,-3.301793065
엘살바도르,2019,4167.730939,73.3,3.96,3.242816692,6.128083027,43,56,-0.614952009
엘살바도르,2020,3798.636521,90.17,6.98,-10.53357836,-21.15824921,46,51,0.490893871
영국,2005,42132.09072,32.5,4.75,6.877776722,7.292079945,51,97,-1.902791096
영국,2006,44654.09692,33.3,5.35,10.76043492,12.82975003,66,100,-2.814397149
영국,2007,50653.25691,34,5.26,-2.066173927,-1.506774197,66,99,-3.39945889
영국,2008,47549.34863,48.4,5.62,-1.433736206,1.033183673,61,98,-3.876026921
영국,2009,38952.21103,62.4,7.54,-7.770335949,-8.840486878,48,95,-3.207662438
영국,2010,39688.61497,68.8,7.79,7.794049253,5.577006038,60,98,-3.085011363
영국,2011,42284.88449,72.3,8.04,2.413453839,7.342043028,59,95,-1.903390504
영국,2012,42686.80005,75.7,7.89,2.075903953,0.646692271,60,95,-3.477647266
영국,2013,43713.81412,77.5,7.52,3.108103803,0.868676324,63,96,-4.776979551
영국,2014,47787.2413,79.8,6.11,4.6973331,0.818335088,60,97,-5.099862711
영국,2015,45404.56777,79.1,5.3,4.993702266,3.76466422,61,99,-5.162596513
영국,2016,41499.5557,81.5,4.81,3.532206685,3.341621379,59,95,-5.377889849
영국,2017,40857.75558,80.6,4.33,2.922883102,5.653687459,60,94,-3.633762464
영국,2018,43646.95197,78.4,4,3.071965041,2.776752359,50,96,-3.877696029
영국,2019,43070.49836,82.7,3.74,2.926509934,3.35846648,63,94,-2.670455597
영국,2020,41124.53477,94,4.34,-16.76519377,-14.68759374,61,92,-2.625657845
오스트리아,2005,38403.13388,68.6,5.63,5.455040639,6.665106633,86,95,1.972610806
오스트리아,2006,40635.28182,67.3,5.24,5.854556834,7.57617272,86,96,3.272003141
오스트리아,2007,46855.77175,65,4.86,5.63498584,7.57180863,96,96,3.794540437
오스트리아,2008,51708.76575,68.7,4.13,0.954256343,2.170667462,99,94,4.485082179
오스트리아,2009,47963.1794,79.9,5.3,-11.89921767,-14.36810806,91,92,2.574822108
오스트리아,2010,46858.04327,82.7,4.82,11.96951586,13.13107325,89,92,2.927441563
오스트리아,2011,51374.95841,82.4,4.56,5.954271602,5.935361677,91,91,1.577048407
오스트리아,2012,48567.69529,81.9,4.87,0.923627412,1.437694619,96,91,1.500135449
오스트리아,2013,50716.70871,81.3,5.34,0.694051634,0.640652896,96,91,1.948336545
오스트리아,2014,51717.49594,84,5.62,2.956619555,2.887601514,95,91,2.395941432
오스트리아,2015,44178.04738,84.9,5.72,3.630202134,3.04914319,90,91,1.737497535
오스트리아,2016,45276.83144,82.8,6.01,3.725740615,2.98810577,77,91,2.72306282
오스트리아,2017,47312.00623,78.5,5.5,5.289217846,4.898007041,87,91,1.357608512
오스트리아,2018,51461.43322,74.1,4.85,5.340687654,5.138576975,80,91,0.96259614
오스트리아,2019,50114.40111,70.6,4.49,1.978989801,3.417049975,80,91,2.099141373
오스트리아,2020,48586.80132,83.3,5.77,-9.376540718,-10.75917419,75,91,1.883482517
온두라스,2005,1296.694784,56.77,4.91,3.615814916,5.306423169,27,27,-3.14654966
온두라스,2006,1420.134396,40.15,3.58,4.056064079,1.553617196,26,35,-3.529452039
온두라스,2007,1572.064888,24.59,3.21,10.88659527,2.536939332,30,44,-9.092554215
온두라스,2008,1727.793682,23.1,3.16,2.38084196,0.859724942,28,45,-15.44553676
온두라스,2009,1777.272802,24.67,3.29,-26.20929452,-15.89693577,33,44,-3.842657266
온두라스,2010,1891.158589,29.67,4.12,15.20475548,15.68472922,28,45,-5.111831079
온두라스,2011,2073.90437,32.03,4.48,12.66606079,8.36223467,34,49,-8.009170637
온두라스,2012,2129.521439,32.17,3.75,6.278771169,9.848811181,36,46,-8.590759399
온두라스,2013,2088.097206,41.97,5.65,-4.096478079,-1.281047036,32,47,-9.593440765
온두라스,2014,2190.653139,42.35,7.08,3.364474096,3.358464969,28,38,-6.994007947
온두라스,2015,2286.203037,42.06,6.15,8.466691385,2.899861758,29,39,-4.703598902
온두라스,2016,2326.297278,39.73,6.73,-1.571184627,0.886736666,30,31,-3.165420201
온두라스,2017,2436.671636,43.93,5.53,7.162557388,4.870250657,27,35,-1.254616608
온두라스,2018,2492.868968,43.24,5.65,4.521109434,1.367903745,29,36,-6.618355443
온두라스,2019,2556.456891,43.92,5.57,-2.377065933,2.418492979,25,34,-2.393757554
온두라스,2020,2389.012431,54.86,9.39,-18.49841304,-20.43596821,26,34,2.846192898
우간다,2005,333.7315763,55.2,1.9,12.57855876,14.78217604,10,46,0.532773072
우간다,2006,349.2171001,36,2.21,19.51651381,7.76354379,14,47,-3.189036054
우간다,2007,403.6637446,22,2.53,16.35712535,12.13857312,18,49,-4.728752254
우간다,2008,474.5179496,20.3,2.92,17.36898069,84.44024271,18,47,-8.475103344
우간다,2009,799.9658963,19.2,3.6,16.83834354,-8.564912902,17,48,-4.170849232
우간다,2010,822.5393725,22.4,3.61,-2.08076715,-8.960843393,16,47,-6.035118092
우간다,2011,832.5690782,23.4,3.58,14.7528203,5.489204279,18,48,-7.488784469
우간다,2012,790.1314506,24.5,3.55,5.959924754,13.9871017,20,45,-6.063126421
우간다,2013,810.090395,27.6,1.91,0.937902512,6.946943692,20,45,-6.057193799
우간다,2014,883.5287445,30.7,1.88,-6.456709382,0.00228586,15,47,-6.641608331
우간다,2015,847.2676289,33.3,1.86,14.15718973,-2.369875229,21,46,-5.16028722
우간다,2016,736.5598474,31.2,1.83,-8.71811506,4.0133329,21,46,-2.853937861
우간다,2017,746.8307529,33.8,1.79,2.414037579,32.85466365,26,46,-4.884294158
우간다,2018,770.6007843,35.1,1.75,8.414283888,9.419934119,21,43,-5.879405176
우간다,2019,798.5857341,38.2,1.72,7.09408102,4.317491782,23,38,-6.624413146
우간다,2020,822.0276815,49.8,2.44,0.441327967,-1.170019416,19,37,-9.27732053
우루과이,2005,5226.9441,73.1,12.01,9.787872942,15.99471414,70,63,0.243497121
우루과이,2006,5887.845162,65.4,10.84,15.67131248,5.615692513,75,62,-2.001489666
우루과이,2007,7026.503055,62.5,9.4,5.923591905,4.780533598,77,60,-0.941677592
우루과이,2008,9091.079039,48.9,8.03,24.43499637,8.531288334,76,59,-5.693794351
우루과이,2009,9451.932449,57.6,7.74,-8.665945494,4.45409345,73,63,-1.204278239
우루과이,2010,11992.02377,44.2,7.16,13.57762549,7.179440506,75,64,-1.814200004
우루과이,2011,14236.715,43.4,6.31,12.40854505,5.803847322,79,65,-2.740906576
우루과이,2012,15171.58017,56.9,6.45,13.6378761,3.641811888,70,66,-3.972450435
우루과이,2013,16973.68924,52.3,6.44,2.813752484,-0.061377865,72,69,-3.504698108
우루과이,2014,16831.94819,53.2,6.55,0.756726818,3.514788735,84,69,-3.211933231
우루과이,2015,15613.74597,57.6,7.49,-7.264825283,-0.599965028,85,67,-0.276105948
우루과이,2016,16715.63347,58.4,7.84,-6.207773076,-0.157136144,90,69,0.828581337
우루과이,2017,18690.89384,60.4,7.89,7.075442489,4.947838114,87,71,0.030798307
우루과이,2018,18703.86029,59.6,8.34,-0.019593895,-1.72106949,88,70,-0.443238693
우루과이,2019,17688.01501,60.5,9.35,1.469009274,3.645848669,85,70,1.610667805
우루과이,2020,15438.41167,73,12.67,-10.80870323,-16.22669413,88,73,-0.588840213
우크라이나,2005,1826.931391,17.7,7.18,7.476810461,-12.1839151,37,32,2.839553884
우크라이나,2006,2300.769709,14.8,6.81,7.156314612,-5.758591908,44,32,-1.447024697
우크라이나,2007,3065.611294,12.3,6.35,21.73856559,2.956997953,49,36,-3.530467071
우크라이나,2008,3887.242337,20.5,6.36,17.49641447,5.70607602,46,33,-6.794387592
우크라이나,2009,2542.995424,34.7,8.84,-39.36304228,-21.97205294,34,32,-1.428186205
우크라이나,2010,2965.139715,39.9,8.1,10.00142397,2.311379311,45,34,-2.135828125
우크라이나,2011,3569.758121,35.9,7.85,17.37559832,3.129353865,44,30,-6.043120389
우크라이나,2012,3855.417729,36.6,7.53,3.858168956,-5.489907869,42,30,-7.850818932
우크라이나,2013,4029.711252,40.1,7.17,-3.496303138,-7.421313163,21,30,-8.67092024
우크라이나,2014,3104.643206,70.2,9.27,-23.57156723,-17.42194427,6,29,-3.442608659
우크라이나,2015,2124.662319,79.1,9.14,-16.67199778,-13.1652592,5,30,5.531085281
우크라이나,2016,2187.73051,80.9,9.35,9.300860477,-1.817533618,7,36,-1.998800428
우크라이나,2017,2640.675677,71.8,9.51,12.92700477,3.924221461,7,40,-3.098388409
우크라이나,2018,3096.817402,60.9,8.8,2.782999589,-1.354144505,6,40,-4.914010553
우크라이나,2019,3662.563087,50.3,8.19,5.74536386,7.299815603,9,42,-2.679958463
우크라이나,2020,3726.927149,60.8,9.48,-9.5,-5.6,12,41,3.387160282
이스라엘,2005,20585.13861,86.1,11.34,3.487960264,4.673440034,13,73,3.182527181
이스라엘,2006,21853.14024,78.1,10.71,3.418440065,4.997009915,13,79,4.485113228
이스라엘,2007,24952.54759,71.1,9.38,11.12536998,10.24906994,12,84,3.038650201
이스라엘,2008,29650.77025,70.2,7.7,2.470420019,5.536379977,11,85,1.176171738
이스라엘,2009,27780.46372,73,9.53,-13.76403014,-12.01769985,7,83,3.53656089
이스라엘,2010,30780.02382,69.2,8.48,15.03159013,14.91779997,10,85,3.453288519
이스라엘,2011,33775.512,67.6,7.14,11.2522697,8.103509783,13,87,1.615859335
이스라엘,2012,32667.60687,67.2,6.86,2.139110016,-0.106499831,16,86,0.428493309
이스라엘,2013,36499.45611,65.9,6.21,0.969160207,5.105179971,15,86,2.864491769
이스라엘,2014,37847.64994,64.6,5.89,2.276540022,0.740190042,13,87,4.074837203
이스라엘,2015,35808.43643,62.3,5.25,-0.212310082,-2.154360096,11,86,5.239899435
이스라엘,2016,37330.2618,60.5,4.8,9.999277987,2.022488535,19,88,3.777516499
이스라엘,2017,40774.12961,58.9,4.22,4.392249961,5.263660127,17,87,3.567833557
이스라엘,2018,42063.45313,59.3,4,6.802970009,5.087889946,15,86,2.785479451
이스라엘,2019,43951.24773,58.5,3.8,3.377259981,3.917619904,19,87,3.540280264
이스라엘,2020,44168.94364,71.7,4.61,-9.461159911,-1.892739974,18,87,5.414458393
이집트,2005,1186.393313,95.2,11.2,23.82352942,20.20202021,27,39,2.346857567
이집트,2006,1397.43669,96.1,10.49,21.77355504,21.26050418,22,37,2.453221629
이집트,2007,1667.317998,87.1,8.8,28.8036411,23.2848233,27,43,0.315552632
이집트,2008,2044.527804,74.3,8.52,26.29144178,28.76165113,29,50,-0.868821887
이집트,2009,2331.26884,73.3,9.09,-17.8876679,-14.51223717,26,47,-1.77073911
이집트,2010,2645.968759,73.7,8.76,-3.159851289,-2.983870956,19,47,-2.056683076
이집트,2011,2791.810766,76.7,11.85,8.406909786,1.246882774,7,41,-2.323788126
이집트,2012,3229.68563,80.3,12.6,10.80028329,-2.298850569,8,34,-2.497880217
이집트,2013,3262.657586,87.1,13.15,0.589390958,4.515659133,7,29,-1.225132498
이집트,2014,3379.557986,90.5,13.11,0.097656244,-10.94076655,8,26,-1.948491315
이집트,2015,3562.932658,85,13.05,0.951219516,-0.039123638,9,22,-5.235291379
이집트,2016,3519.87324,92.3,12.41,-2.222759123,-15.02935421,9,18,-6.164659519
이집트,2017,2444.290387,103,11.74,52.50803064,86.04329805,9,17,-3.368080231
이집트,2018,2537.125185,92,9.82,10.60963618,31.55401713,12,17,-3.082805503
이집트,2019,3019.092283,84,9.73,-8.91634812,-2.21575959,12,19,-3.372662685
이집트,2020,3569.206841,88,10.45,-17.88990826,-21.66831893,11,25,-3.897564291
이탈리아,2005,32043.14037,106.6,7.73,3.440307948,3.216572869,63,78,-0.899842607
이탈리아,2006,33501.65817,106.7,6.78,7.95854329,8.310327372,62,78,-1.453940094
이탈리아,2007,37822.66524,103.9,6.08,5.45420841,6.197332434,60,79,-1.363165015
이탈리아,2008,40778.34274,106.2,6.72,-4.024321844,-3.169132053,65,79,-2.768020956
이탈리아,2009,37079.75867,116.6,7.75,-13.11816502,-17.81641254,55,79,-1.84419489
이탈리아,2010,36000.52012,119.2,8.36,12.1668588,11.76156395,63,78,-3.318589008
이탈리아,2011,38599.06221,119.7,8.36,0.56323092,5.419871476,63,75,-2.827590714
이탈리아,2012,35053.52624,126.5,10.66,-8.119492766,2.032309504,63,75,-0.245765367
이탈리아,2013,35549.9747,132.5,12.15,-2.702130672,0.374187156,64,75,1.124673672
이탈리아,2014,35518.41529,135.4,12.68,3.452286711,2.615222878,60,73,1.854200511
이탈리아,2015,30230.2263,135.3,11.9,6.463675291,4.274025708,59,74,1.426169404
이탈리아,2016,30939.71425,134.8,11.69,3.92707415,1.865502485,59,75,2.60726548
이탈리아,2017,32326.67421,134.2,11.21,6.091371221,5.436440978,58,75,2.63860932
이탈리아,2018,34605.26273,134.4,10.61,3.438160066,2.141987139,57,75,2.505896215
이탈리아,2019,33641.63375,134.1,9.95,-0.64800986,1.589099085,59,77,3.213414846
이탈리아,2020,31714.22095,155.3,9.31,-12.8649525,-14.00245707,60,68,3.823277848
인도,2005,714.8610154,79.07,5.65,32.2696449,26.08507443,17,45,-1.253507315
인도,2006,806.7532806,74.66,5.52,21.50464422,20.3938055,17,45,-0.988988303
인도,2007,1028.334772,71.44,5.41,9.951587207,5.86653905,14,42,-0.663718193
인도,2008,998.5223415,72.21,5.36,22.44862579,14.77813513,14,40,-2.583376538
인도,2009,1101.960838,70.6,5.61,-1.925816179,-4.834225354,10,42,-1.951464148
인도,2010,1357.563727,65.6,5.65,15.81189146,19.47813546,11,39,-3.253484046
인도,2011,1458.104066,67.36,5.65,20.41173188,15.49298145,11,41,-3.429288264
인도,2012,1443.882435,66.65,5.66,6.021796637,6.805488798,11,35,-5.004888982
인도,2013,1449.610451,67.06,5.67,-8.145800952,7.792389239,12,35,-2.645666243
인도,2014,1573.885642,66.58,5.6,0.871230764,1.777590733,14,35,-1.33950833
인도,2015,1605.605445,68.53,5.56,-5.850043681,-5.647087275,17,40,-1.067549349
인도,2016,1732.554242,68.77,5.51,4.381893904,4.984257621,15,41,-0.527880354
인도,2017,1980.66702,69.8,5.41,17.41998338,4.564707763,19,43,-1.439488918
인도,2018,1996.915087,70.78,5.33,8.606976693,12.34666503,14,44,-2.428608822
인도,2019,2100.751461,73.32,5.27,-0.779349316,-3.305700752,20,49,-1.036851495
인도,2020,1927.707823,73.95,7.11,-13.6061188,-4.678784372,17,48,1.230339519
인도네시아,2005,1263.287332,42.61,7.95,17.76894842,16.60131419,7,28,0.097088247
인도네시아,2006,1589.801489,35.84,7.55,8.582667544,9.405525679,10,41,2.978708691
인도네시아,2007,1860.002811,32.33,8.06,9.064258352,8.542979715,13,41,2.427264127
인도네시아,2008,2166.854231,30.25,7.21,10.00256726,9.5334607,16,43,0.024693325
인도네시아,2009,2261.247309,26.48,6.11,-14.97745445,-9.69013805,21,39,1.969770562
인도네시아,2010,3122.362673,24.52,5.61,17.34432298,15.26632241,20,37,0.681277284
인도네시아,2011,3643.047176,23.1,5.15,15.02888271,14.76991924,21,39,0.188703953
인도네시아,2012,3694.35934,22.96,4.47,7.998411217,1.60874875,26,44,-2.660273604
인도네시아,2013,3623.927241,24.8,4.34,1.861896662,4.166957513,28,46,-3.189964829
인도네시아,2014,3491.637491,24.7,4.05,2.11970235,1.074639597,30,50,-3.088169076
인도네시아,2015,3331.695115,27,4.51,-6.249011052,-2.120239724,25,47,-2.035041922
인도네시아,2016,3562.816334,30,4.3,-2.405113085,-1.660508613,32,50,-1.819150892
인도네시아,2017,3837.578024,29.4,3.88,8.067946249,8.897292176,29,51,-1.594656902
인도네시아,2018,3893.859578,30,4.4,12.13601614,6.514147381,27,49,-2.93907292
인도네시아,2019,4135.201531,30.5,3.62,-7.394275007,-0.862299954,27,51,-2.705682804
인도네시아,2020,3869.588427,38.5,4.11,-14.71253308,-7.704722936,28,55,-0.420604154
일본,2005,37812.89502,176.6,4.4,5.945933211,7.11973424,83,87,3.521140656
일본,2006,35991.546,176.3,4.1,4.704135626,10.30604918,91,87,3.795861729
일본,2007,35779.02454,175.3,3.9,2.270819174,8.703067736,83,85,4.623300483
